,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,aging,Py_He,Py_H2,Py_CO2,Py_O2,Py_H2S,Py_N2,Py_CO,Py_CH4,Py_C2H6,Py_SF6,provided_data_type,in_reference_data_location,reference,url
332,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,2.14,298.0,,,100000.0,,none,,,187.9544,,,,,,,,310.872,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
478,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,80000.0,,none,,1.0,0.0,,,,,,,,55.4325023368438,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
484,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,2920000.0,,none,,1.0,0.0,,,,,,,,38.6979194566349,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
487,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,4380000.0,,none,,1.0,0.0,,,,,,,,35.9577848082415,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
489,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,5350000.0,,none,,1.0,0.0,,,,,,,,34.7239949377618,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
490,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,5840000.0,,none,,1.0,0.0,,,,,,,,34.0983568409283,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
491,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,6340000.0,,none,,1.0,0.0,,,,,,,,33.4834674258271,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
493,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,470000.0,,none,,1.0,0.0,,,,,,,,78.8080155080023,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
494,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,980000.0,,none,,1.0,0.0,,,,,,,,71.9160670249002,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
497,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,2430000.0,,none,,1.0,0.0,,,,,,,,61.1924926131218,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
499,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,3430000.0,,none,,1.0,0.0,,,,,,,,58.7137623396898,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
501,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,4400000.0,,none,,1.0,0.0,,,,,,,,56.1390333408251,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
503,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,5350000.0,,none,,1.0,0.0,,,,,,,,54.1755696979397,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
504,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,5840000.0,,none,,1.0,0.0,,,,,,,,53.4715657693676,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
505,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,6340000.0,,none,,1.0,0.0,,,,,,,,53.0756308050454,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
506,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,70000.0,,none,,1.0,0.0,,,,,,,,382.162388129708,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
507,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,480000.0,,none,,1.0,0.0,,,,,,,,330.66113753699,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
508,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,990000.0,,none,,1.0,0.0,,,,,,,,285.452272069117,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
509,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1470000.0,,none,,1.0,0.0,,,,,,,,257.858516926765,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
510,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1980000.0,,none,,1.0,0.0,,,,,,,,229.635548512419,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
511,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,2460000.0,,none,,1.0,0.0,,,,,,,,206.708594077064,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
512,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,2950000.0,,none,,1.0,0.0,,,,,,,,190.220003656186,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
513,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,3470000.0,,none,,1.0,0.0,,,,,,,,177.885692011042,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
514,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,3950000.0,,none,,1.0,0.0,,,,,,,,169.528930082919,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
515,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,4440000.0,,none,,1.0,0.0,,,,,,,,162.11009787808,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
516,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,4930000.0,,none,,1.0,0.0,,,,,,,,154.664074340153,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
517,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,5430000.0,,none,,1.0,0.0,,,,,,,,148.332482081529,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
518,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,5920000.0,,none,,1.0,0.0,,,,,,,,143.100296613308,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
519,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,6120000.0,,none,,1.0,0.0,,,,,,,,140.236218235592,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
