,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
119,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2798.48468067567,7.80405405405405e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
120,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2766.17894121621,7.71396396396396e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
121,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2725.79676689189,7.60135135135135e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
291,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,280.0,1.04110397088544e-09,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
292,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,857.0,2.60715419722058e-09,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
293,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,1200.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,125.0,3.80273365988999e-10,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
309,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,,,759.0,2117.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,148.0,3.94950583623662e-10,,,,,,,,,,,,,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
369,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,4.015134,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,198.7099,7.38848806943744e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
370,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,37.79288,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,186.2214,6.9241371072802e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
371,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,248.4999,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,144.623,5.37741355647731e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
372,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,7.001323,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,506.6963,1.54146486028137e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
373,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,63.01091,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,285.4234,8.68311336400196e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
374,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,346.2863,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,162.992,4.95852131754232e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
375,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.779788,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,440.4706,1.3290545740735e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
376,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,64.1513,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,215.6889,6.50809200709153e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
377,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,186.5054,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,170.977,5.15897687408341e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
378,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,4.015134,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,318.3958,8.04088428418126e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
379,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,64.1513,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,242.2551,6.11799912672453e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
380,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,188.1855,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,1.0,212.0359,5.35483236899553e-10,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
438,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,90000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,64.9623635008465,3.95255306097085e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
439,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,470000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,62.2607391950835,3.78817613802842e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
440,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,960000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,59.1709482352197,3.60018170466685e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
441,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,1450000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,57.1810550952797,3.47910916670151e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
442,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,1950000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,55.9461297710459,3.40397169313488e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
443,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,2430000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,54.4444840061681,3.31260595080956e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
444,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,2910000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,53.7657532727803,3.27130943551587e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
445,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,3410000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,52.7804369204784,3.21135910497926e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
446,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,3890000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,51.9225915100208,3.15916458310199e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
447,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,4320000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,51.272400266865,3.11960451709056e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
448,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,4880000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,49.9658174965865,3.04010713661104e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
449,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,5360000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,49.3401488292293,3.00203911579027e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
450,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,5860000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,48.8885303500352,2.97456095911412e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
451,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,6330000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,47.9388031840728,2.91677600772664e-10,,,,,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
452,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,100000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,75.6143928214666,4.60066234806936e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
453,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,480000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,70.410485785486,4.28403718889078e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
454,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,970000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,67.3975901815168,4.1007213564596e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
455,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,1460000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,65.717091685394,3.99847354531399e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
456,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,1940000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,64.5444823381227,3.92712760875767e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
457,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,2440000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,62.7497361574255,3.81792854136093e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
458,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,2930000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,59.2725414835898,3.60636301770997e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
459,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,3420000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,60.5571095152746,3.68452093919007e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
460,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,3960000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,59.483843891373,3.61921944616585e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
461,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,4410000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,59.0734415747587,3.59424903491008e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
462,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,4890000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,57.9757181075633,3.52745943526279e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
463,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,5360000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,56.8882665148392,3.46129481486035e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
464,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,5860000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,56.0128504195012,3.40803122682593e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
465,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,6350000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,55.1529297528228,3.35571043860172e-10,,,,,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
466,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,540000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,229.74079948599,1.39782891400866e-09,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
467,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,1070000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,177.336188322779,1.0789796679226e-09,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
468,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,1540000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,157.579840807438,9.58774663613682e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
469,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,2040000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,146.434194974584,8.90960387501991e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
470,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,2540000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,139.474451888971,8.48614708628636e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
471,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3000000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,133.409754759255,8.11714823969101e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
472,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3500000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,128.860342296399,7.8403449772074e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
473,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4040000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,125.189820730174,7.61701672265963e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
474,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4520000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,121.601596808278,7.39869576446736e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
475,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,5030000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,118.887769981356,7.23357639451778e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
476,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,5490000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,116.250287519273,7.07310210114286e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
477,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,5970000.0,,none,,1.0,,,,,,,,,,,,,,,,1.0,113.025336761905,6.87688404039837e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
724,polymer,PEI,alumina,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,1.0,,3.91865703204128e-10,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
728,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,1.0,0.029882809,1e-11,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
732,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,1.0,,7.45674032861933e-11,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
771,CMS,CMS at 973 K,none,PEK-C,0.0,70.0,60.0,0.575,0.026,94.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,1.0,37.1,2.06919414213481e-10,,,,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
775,CMS,CMS at 1073 K,none,PEK-C,0.0,70.0,60.0,0.575,0.029,106.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,1.0,21.2,1.18239665264846e-10,,,,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
779,CMS,CMS at 1173 K,none,PEK-C,0.0,70.0,60.0,0.575,0.019,70.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,1.0,12.3,6.86013152244155e-11,,,,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
793,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,468.670142763636,5.227868e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
794,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,487.272998201979,5.435377e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
795,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,503.804885328195,5.619785e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
805,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,438.993734325399,4.896837e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
806,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,448.867701723606,5.006978e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
807,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,485.208484576596,5.412348e-08,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
816,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,400000.0,100000.0,300000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,437.234832187659,4.877217e-08,,,,,,,,,,,,,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
832,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,300000.0,100000.0,200000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,463.866780044976,5.174288e-08,,,,,,,,,,,,,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
833,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,500000.0,100000.0,400000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,438.715644904845,4.893735e-08,,,,,,,,,,,,,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
834,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,700000.0,100000.0,600000.0,600.0,none,,,,,,,,,,,,,,,,,,1.0,437.189739028878,4.876714e-08,,,,,,,,,,,,,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
840,zeolite,M1,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,,,,,,,,,,1.0,32.9368644333053,1.22466786964391e-08,,,,,,,,,,,,,permeance,fig 2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
770,CMS,CMS at 973 K,none,PEK-C,0.0,70.0,60.0,0.575,0.026,94.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,1.0,70.5,3.93202660432625e-10,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
774,CMS,CMS at 1073 K,none,PEK-C,0.0,70.0,60.0,0.575,0.029,106.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,1.0,38.7,2.15843162535356e-10,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
778,CMS,CMS at 1173 K,none,PEK-C,0.0,70.0,60.0,0.575,0.019,70.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,1.0,26.3,1.46684113040823e-10,,,,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
918,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,773.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,,,,,,,,,,,,,1.0,717.634034069291,3.43070652173912e-08,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
919,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,673.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,,,,,,,,,,,,,1.0,781.581621263585,3.73641304347825e-08,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
920,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,573.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,,,,,,,,,,,,,1.0,852.634495923911,4.07608695652173e-08,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
921,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,473.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,,,,,,,,,,,,,1.0,945.003232982335,4.51766304347825e-08,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
