,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
24,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,1.0,178.0,1.19132040097034e-09,,,,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
25,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,1.0,44.0,2.94483694621881e-10,,,,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
26,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,1.0,13.0,8.70065461382831e-11,,,,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
27,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,1.0,2.2,1.47241847310941e-11,,,,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
105,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,1.0,23546.8531750975,6.56644348458492e-06,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
178,polymer,Neat PIM-1,none,PIM-1,0.0,,74.2,,,,620.0,0.79,293.0,120000.0,100000.0,20000.0,,He,,2.0,,,,,,,1.0,2688.0,1.21228279089625e-08,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
180,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.5,,72.2,,,,620.0,0.81,293.0,120000.0,100000.0,20000.0,,He,,2.0,,,,,,,1.0,3495.0,1.61990133578361e-08,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
182,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.8,,72.5,,,,620.0,0.84,293.0,120000.0,100000.0,20000.0,,He,,2.0,,,,,,,1.0,3331.0,1.53750029276722e-08,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
306,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,4970.0,1.84795954832165e-08,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
307,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,13300.0,4.04610861412295e-08,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
308,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,1200.0,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,2840.0,8.63981087527006e-09,,,,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
311,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,,,759.0,2117.0,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,3317.0,8.85169652621411e-09,,,,,,,,,,,,,,,,,,,,,,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
333,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,4.03483,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,4187.005,1.55682411843471e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
334,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,38.06997,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,3931.191,1.46170662871753e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
335,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,251.1886,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,3283.199,1.22076839860968e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
336,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,7.024282,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,8427.223,2.56371876491993e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
337,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,63.94775,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,5860.396,1.78284201035877e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
338,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,346.5819,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,3592.615,1.09294063900205e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
339,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.796417,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,7080.521,2.13644198315925e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
340,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,27.83942,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,5469.404,1.65031137234946e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
341,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,135.5311,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,4026.747,1.2150110629374e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
342,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,3.998911,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,5949.026,1.50238884022923e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
343,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,29.37387,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,5275.877,1.33238932343245e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
344,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,116.4178,2.14,298.0,,,100000.0,,none,,,,,,,,,1.0,4807.037,1.21398675066624e-08,,,,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
408,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,480000.0,,none,,1.0,,,,,,,1.0,816.303667484013,4.96669669285297e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
409,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,970000.0,,none,,1.0,,,,,,,1.0,741.178685940364,4.50960821922953e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
410,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,1460000.0,,none,,1.0,,,,,,,1.0,751.976648524515,4.5753070604727e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
411,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,1940000.0,,none,,1.0,,,,,,,1.0,814.835048859605,4.95776106809044e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
412,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,2430000.0,,none,,1.0,,,,,,,1.0,895.317445560763,5.44744605843302e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
413,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,2930000.0,,none,,1.0,,,,,,,1.0,999.260285209386,6.07987315449121e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
414,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,3400000.0,,none,,1.0,,,,,,,1.0,1104.18925436742,6.71830023115491e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
415,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,3900000.0,,none,,1.0,,,,,,,1.0,1206.46303645809,7.34057215704363e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
416,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,4390000.0,,none,,1.0,,,,,,,1.0,1298.18409905158,7.89863739231585e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
417,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,0.0,,308.0,,,4870000.0,,none,,1.0,,,,,,,1.0,1380.39411513563,8.39883386486452e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
418,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,480000.0,,none,,1.0,,,,,,,1.0,942.910016241897,5.73701705121677e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
419,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,970000.0,,none,,1.0,,,,,,,1.0,880.343475124281,5.35633882419141e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
420,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,1460000.0,,none,,1.0,,,,,,,1.0,896.278260622352,5.45329201647404e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
421,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,1950000.0,,none,,1.0,,,,,,,1.0,952.935469618973,5.79801565763703e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
422,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,2450000.0,,none,,1.0,,,,,,,1.0,1023.84583365153,6.22946082266369e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
423,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,2920000.0,,none,,1.0,,,,,,,1.0,1108.63438934928,6.74534609422415e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
424,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,3420000.0,,none,,1.0,,,,,,,1.0,1191.78581528024,7.25127045623297e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
425,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,3900000.0,,none,,1.0,,,,,,,1.0,1272.82168787944,7.74432300085943e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
426,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,4390000.0,,none,,1.0,,,,,,,1.0,1349.88608133148,8.21321158159395e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
427,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,0.0,,308.0,,,4870000.0,,none,,1.0,,,,,,,1.0,1419.6496821153,8.63767941029117e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
428,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,530000.0,,none,,1.0,,,,,,,1.0,1153.63853017922,7.01916811209366e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
429,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,1050000.0,,none,,1.0,,,,,,,1.0,1066.24206927226,6.48741537025981e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
430,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,1510000.0,,none,,1.0,,,,,,,1.0,1041.47409222834,6.33671773827213e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
431,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,2020000.0,,none,,1.0,,,,,,,1.0,1045.79619783089,6.3630150446024e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
432,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,2470000.0,,none,,1.0,,,,,,,1.0,1093.2883721423,6.65197518833898e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
433,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3000000.0,,none,,1.0,,,,,,,1.0,1183.12692528431,7.19858653232128e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
434,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3500000.0,,none,,1.0,,,,,,,1.0,1282.15259355065,7.80109571937649e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
435,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3970000.0,,none,,1.0,,,,,,,1.0,1395.76219205953,8.49233899031458e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
436,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4460000.0,,none,,1.0,,,,,,,1.0,1496.07370981985,9.1026717664135e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
437,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4950000.0,,none,,1.0,,,,,,,1.0,1587.5051254332,9.65897468117234e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
532,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,1.0,57.3,,,,,,,,,,,,,,,,,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
533,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,1.0,88.09,5.41038581495355e-10,,,,,,,,,,,,,,,,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
534,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,1.0,116.11,1.08141151299707e-09,,,,,,,,,,,,,,,,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
535,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,1.0,124.19,9.13686081202879e-10,,,,,,,,,,,,,,,,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
540,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,1.0,45.8210645526613,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
541,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,1.0,53.1143827859569,3.26222389823084e-10,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
542,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,1.0,71.6647791619478,6.67462899510146e-10,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
543,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,1.0,75.9456398640996,5.58744456654113e-10,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
548,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,1.0,80.7021517553794,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
549,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,1.0,97.5084937712344,5.98885879824468e-10,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
550,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,1.0,129.377123442808,1.20497726991212e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
551,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,1.0,138.41449603624,1.01833801807733e-09,,,,,,,,,,,,,,,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
574,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,7.225352,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
575,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,13.1831,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
576,MMM,Matrimid5218/MOF,none,MOF/glassy,20.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,18.33803,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
577,MMM,Matrimid5218/MOF,none,MOF/glassy,30.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,25.85915,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
582,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,7.909836066,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
583,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,9.754098361,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
584,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,11.2295082,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
585,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,12.82786885,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
590,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,13.97540984,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
591,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,15.94262295,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
592,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,18.68852459,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
593,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,1.0,20.45081967,,,,,,,,,,,,,,,,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
607,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,,,,,0.0,,303.0,,,690000.0,,none,,,,,,,,,1.0,143.9,,,,,,,,,,,,,,,,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
609,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,1.0,134.0,,,,,,,,,,,,,,,,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
611,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,1.0,202.1,,,,,,,,,,,,,,,,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
613,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,20.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,1.0,365.0,,,,,,,,,,,,,,,,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
723,polymer,PEI,alumina,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,1.0,,6.89025498729724e-10,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
727,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,1.0,1.2530558794349,4.19323323799613e-10,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
