type;description;support_material;subtype;filler_loadind;previous_thickness;min_thickness;max_thickness;min_pore_size;max_pore_size;pore_volume;specific_surface_area;surface_area;temperature;feed_pressure;permeate_pressure;delta_pressure;feed_flow_rate;sweep_gas;sweep_gas_flow;stage_cut;aging;x_He;P_He;P_He;x_H2;P_H2;P_H2;x_CO2;P_CO2;P_CO2;x_O2;P_O2;P_O2;x_H2S;P_H2S;P_H2S;x_N2;P_N2;P_N2;x_CO;P_CO;P_CO;x_CH4;P_CH4;P_CH4;x_C2H6;P_C2H6;P_C2H6;x_SF6;P_SF6;P_SF6;provided_data_type ;in_reference_data_location;reference;url
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;378.7703;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;11.420455;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;368.32947;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;9.6590909;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;392.11137;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;13.75;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;371.2297;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;11.477273;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;301.62413;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;25.568182;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;200000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;326.56613;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;19.659091;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;129.62963;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;4.5506257;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;129.62963;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;4.8350398;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;135.41667;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;5.0625711;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;249.4213;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;7.7929465;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;229.74537;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;7.1103527;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;233.7963;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;6.9397042;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;230.90278;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;7.6222981;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;234.375;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;7.6222981;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;247.10648;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;7.9067122;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;218.1713;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;24.175199;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;210.64815;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;20.136519;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;800000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;212.38426;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;18.316268;;none;none;none;none;none;none;permeability;fig 8;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;155.4132712;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;4.33295325;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;139.6973225;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;4.218928164;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;302.677532;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;8.950969213;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;249.7089639;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;8.152793615;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;277.6484284;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;9.407069555;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;246.2165308;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;8.095781072;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;253.7834692;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;25.71265678;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.25;232.8288708;;none;none;none;none;none;none;none;none;none;none;none;none;0.75;25.37058153;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;152.1493213;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;4.488636364;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;136.3122172;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;4.375;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;282.8054299;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;8.011363636;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;247.7375566;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;7.443181818;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;270.9276018;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;8.977272727;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;247.1719457;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;8.125;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;243.2126697;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;21.875;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.5;224.5475113;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;21.02272727;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;162.2093023;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;4.524627721;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;6FDA-DAM:DABA(3:1);NaN;glassy;0;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;144.1860465;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;4.696449026;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;280.8139535;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;7.674684994;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;5;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;247.6744186;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;7.216494845;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;286.627907;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;8.591065292;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;10;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;256.9767442;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;8.24742268;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;400000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;253.4883721;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;18.72852234;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
MMM;6FDA-DAM:DABA(3:1)/SSZ-16;NaN;zeolite/glassy;15;none;20;30;0.34;0.36;NaN;NaN;NaN;298;NaN;NaN;600000;NaN;He;NaN;NaN;NaN;none;none;none;none;none;none;0.75;226.744186;;none;none;none;none;none;none;none;none;none;none;none;none;0.25;18.27033219;;none;none;none;none;none;none;permeability;fig 9;AHMAD MZ et al 2021;https://doi.org/10.1016/j.seppur.2020.117582
polymer;Matrimid5218;NaN;glassy;0;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;11.31935882;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.302561478;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-68;NaN;zeolite/glassy;10;none;NaN;NaN;0.75;1.03;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;15.79531443;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.403789993;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-69;NaN;zeolite/glassy;10;none;NaN;NaN;0.44;0.78;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;15.27743527;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.408359119;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-78;NaN;zeolite/glassy;10;none;NaN;NaN;0.38;0.71;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;12.54007398;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.323983674;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-68;NaN;zeolite/glassy;20;none;NaN;NaN;0.75;1.03;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;25.1541307;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.687492318;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-69;NaN;zeolite/glassy;20;none;NaN;NaN;0.44;0.78;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;20.27127004;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.555825146;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
MMM;Matrimid5218/ZIF-78;NaN;zeolite/glassy;20;none;NaN;NaN;0.38;0.71;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;0.5;12.98397041;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.355438803;;none;none;none;none;none;none;permeability;fig 10 and 11;ESSEN M et al 2021;https://doi.org/10.1016/j.seppur.2020.118103
polymer;Matrimid5218;NaN;glassy;0;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;23.1;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;5;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;27.7;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;10;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;35.2;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;20;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;49.7;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;30;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;55.9;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BDC/Matrimid5218;NaN;MOF/glassy;5;none;NaN;NaN;1.05;1.05;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;28.1;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BDC/Matrimid5218;NaN;MOF/glassy;10;none;NaN;NaN;1.05;1.05;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;38.4;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BDC/Matrimid5218;NaN;MOF/glassy;20;none;NaN;NaN;1.05;1.05;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;47.3;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BDC/Matrimid5218;NaN;MOF/glassy;30;none;NaN;NaN;1.05;1.05;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;51.8;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BDC/Matrimid5218;NaN;MOF/glassy;35;none;NaN;NaN;1.05;1.05;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;1;55.1;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
polymer;Matrimid5218;NaN;glassy;0;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;0.18;;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;5;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;0.18;;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;10;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;0.19;;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;20;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;0.22;;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
MMM;Cu-BTC/Matrimid5218;NaN;MOF/glassy;30;none;NaN;NaN;1.12;1.12;NaN;NaN;NaN;308;NaN;NaN;500000;NaN;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;0.27;;none;none;none;none;none;none;permeability;table 3;AKBARI A et al 2020;https://doi.org/10.1016/j.cep.2020.107804
