,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,Py_He,Pe_He,Py_H2,Pe_H2,Py_CO2,Pe_CO2,Py_O2,Pe_O2,Py_H2S,Pe_H2S,Py_N2,Pe_N2,Py_CO,Pe_CO,Py_CH4,Pe_CH4,Py_C2H6,Pe_C2H6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
551,3,62,1,12,15.0,,45.485,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,,,,,138.41449603624,1.01833801807733e-09,,,,,,,,,10.0157126823793,7.36872314293995e-11,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
574,1,76,1,8,0.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,7.225352,,,,,,,,,,0.199301,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
575,3,77,1,17,10.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,13.1831,,,,,,,,,,0.317073,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
576,3,77,1,17,20.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,18.33803,,,,,,,,,,0.398165,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
577,3,77,1,17,30.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,25.85915,,,,,,,,,,0.451994,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
582,1,76,1,8,0.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,7.909836066,,,,,,,,,,0.227748728,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
583,1,76,1,8,0.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,9.754098361,,,,,,,,,,0.306622951,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
584,1,76,1,8,0.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,11.2295082,,,,,,,,,,0.374130248,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
585,1,76,1,8,0.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,12.82786885,,,,,,,,,,0.453387111,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
590,3,77,1,17,10.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,13.97540984,,,,,,,,,,0.344486117,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
591,3,77,1,17,10.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,15.94262295,,,,,,,,,,0.416816913,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
592,3,77,1,17,10.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,18.68852459,,,,,,,,,,0.519082513,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
593,3,77,1,17,10.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,,,,,20.45081967,,,,,,,,,,0.596556661,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
607,1,80,1,8,0.0,,,,,,0.0,,303.0,,,690000.0,,0,,,,,,,143.9,,,,,,,,,,4.2,,,,,,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
609,1,80,1,8,0.0,,,,,,0.0,,303.0,,,100000.0,,0,,,,,,,134.0,,,,,,,,,,3.5,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
611,3,81,1,19,10.0,,,,,,0.0,,303.0,,,100000.0,,0,,,,,,,202.1,,,,,,,,,,5.6,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
613,3,81,1,19,20.0,,,,,,0.0,,303.0,,,100000.0,,0,,,,,,,365.0,,,,,,,,,,11.1,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
845,2,106,8,23,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,340,50.0,,,,,,11.8873814202,4.42e-09,,,,,,,,,,,,,,,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
385,1,52,1,4,0.0,,110.0,,,759.0,63.37847,2.14,298.0,,,100000.0,,0,,,,,,,,,1121.251,3.41105513510825e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
386,1,52,1,4,0.0,,110.0,,,759.0,576.9857,2.14,298.0,,,100000.0,,0,,,,,,,,,697.3034,2.12132728826859e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
389,1,54,1,4,0.0,,110.9054,,,759.0,133.1287,2.14,298.0,,,100000.0,,0,,,,,,,,,757.2046,2.28475234701134e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
391,1,55,1,4,0.0,,132.508,,,759.0,29.11238,2.14,298.0,,,100000.0,,0,,,,,,,,,850.8013,2.1486448006321e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
392,1,55,1,4,0.0,,132.508,,,759.0,188.681,2.14,298.0,,,100000.0,,0,,,,,,,,,741.7683,1.87328886435495e-09,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
109,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,0,,,,,,,,,,,,,2276.36692088235,6.34803921568627e-07,,,180.175760147059,5.02450980392158e-08,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
110,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,0,,,,,,,,,,,,,1819.33572441176,5.0735294117647e-07,,,171.38669867647,4.77941176470587e-08,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
111,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,0,,,,,,,,,,,,,1476.56232705882,4.11764705882352e-07,,,166.992167941177,4.65686274509805e-08,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
112,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,0,,,,,,,,,,,,,1190.91782926471,3.32107843137255e-07,,,162.597637205882,4.5343137254902e-08,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
118,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,0,,,,,,,,,,,,,2818.67576783784,7.86036036036036e-07,,,197.872654189187,5.51801801801797e-08,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
119,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,0,,,,,,,,,,,,,2798.48468067567,7.80405405405405e-07,,,197.872654189186,5.51801801801794e-08,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
120,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,0,,,,,,,,,,,,,2766.17894121621,7.71396396396396e-07,,,197.872654189188,5.51801801801799e-08,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
121,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,0,,,,,,,,,,,,,2725.79676689189,7.60135135135135e-07,,,205.949089054054,5.74324324324325e-08,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
369,1,51,1,4,0.0,,90.0,,,685.0,4.015134,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,198.7099,7.38848806943744e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
370,1,51,1,4,0.0,,90.0,,,685.0,37.79288,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,186.2214,6.9241371072802e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
371,1,51,1,4,0.0,,90.0,,,685.0,248.4999,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,144.623,5.37741355647731e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
372,1,52,1,4,0.0,,110.0,,,759.0,7.001323,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,506.6963,1.54146486028137e-09,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
373,1,52,1,4,0.0,,110.0,,,759.0,63.01091,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,285.4234,8.68311336400196e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
374,1,52,1,4,0.0,,110.0,,,759.0,346.2863,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,162.992,4.95852131754232e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
375,1,54,1,4,0.0,,110.9054,,,759.0,2.779788,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,440.4706,1.3290545740735e-09,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
376,1,54,1,4,0.0,,110.9054,,,759.0,64.1513,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,215.6889,6.50809200709153e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
377,1,54,1,4,0.0,,110.9054,,,759.0,186.5054,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,170.977,5.15897687408341e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
378,1,55,1,4,0.0,,132.508,,,759.0,4.015134,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,318.3958,8.04088428418126e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
379,1,55,1,4,0.0,,132.508,,,759.0,64.1513,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,242.2551,6.11799912672453e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
380,1,55,1,4,0.0,,132.508,,,759.0,188.1855,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,212.0359,5.35483236899553e-10,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
438,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,90000.0,,0,,1.0,,,,,,,,,,,64.9623635008465,3.95255306097085e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
439,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,470000.0,,0,,1.0,,,,,,,,,,,62.2607391950835,3.78817613802842e-10,,,47.9526435020941,2.91761810441789e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
440,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,960000.0,,0,,1.0,,,,,,,,,,,59.1709482352197,3.60018170466685e-10,,,44.8042142714469,2.72605589943928e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
441,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,1450000.0,,0,,1.0,,,,,,,,,,,57.1810550952797,3.47910916670151e-10,,,42.8801071186309,2.6089860268753e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
442,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,1950000.0,,0,,1.0,,,,,,,,,,,55.9461297710459,3.40397169313488e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
444,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,2910000.0,,0,,1.0,,,,,,,,,,,53.7657532727803,3.27130943551587e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
445,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,3410000.0,,0,,1.0,,,,,,,,,,,52.7804369204784,3.21135910497926e-10,,,37.6082583421013,2.28822703819756e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
446,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,3890000.0,,0,,1.0,,,,,,,,,,,51.9225915100208,3.15916458310199e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
447,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,4320000.0,,0,,1.0,,,,,,,,,,,51.272400266865,3.11960451709056e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
448,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,4880000.0,,0,,1.0,,,,,,,,,,,49.9658174965865,3.04010713661104e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
449,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,5360000.0,,0,,1.0,,,,,,,,,,,49.3401488292293,3.00203911579027e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
450,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,5860000.0,,0,,1.0,,,,,,,,,,,48.8885303500352,2.97456095911412e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
451,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,6330000.0,,0,,1.0,,,,,,,,,,,47.9388031840728,2.91677600772664e-10,,,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
452,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,100000.0,,0,,1.0,,,,,,,,,,,75.6143928214666,4.60066234806936e-10,,,90.5991499282908,5.5123909918357e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
456,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,1940000.0,,0,,1.0,,,,,,,,,,,64.5444823381227,3.92712760875767e-10,,,63.8031119234229,3.88201986107086e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
457,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,2440000.0,,0,,1.0,,,,,,,,,,,62.7497361574255,3.81792854136093e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
458,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,2930000.0,,0,,1.0,,,,,,,,,,,59.2725414835898,3.60636301770997e-10,,,60.1358322304941,3.65888885421436e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
460,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,3960000.0,,0,,1.0,,,,,,,,,,,59.483843891373,3.61921944616585e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
461,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,4410000.0,,0,,1.0,,,,,,,,,,,59.0734415747587,3.59424903491008e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
462,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,4890000.0,,0,,1.0,,,,,,,,,,,57.9757181075633,3.52745943526279e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
463,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,5360000.0,,0,,1.0,,,,,,,,,,,56.8882665148392,3.46129481486035e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
464,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,5860000.0,,0,,1.0,,,,,,,,,,,56.0128504195012,3.40803122682593e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
465,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,6350000.0,,0,,1.0,,,,,,,,,,,55.1529297528228,3.35571043860172e-10,,,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
466,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,540000.0,,0,,1.0,,,,,,,,,,,229.74079948599,1.39782891400866e-09,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
467,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,1070000.0,,0,,1.0,,,,,,,,,,,177.336188322779,1.0789796679226e-09,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
468,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,1540000.0,,0,,1.0,,,,,,,,,,,157.579840807438,9.58774663613682e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
469,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,2040000.0,,0,,1.0,,,,,,,,,,,146.434194974584,8.90960387501991e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
470,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,2540000.0,,0,,1.0,,,,,,,,,,,139.474451888971,8.48614708628636e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
473,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,4040000.0,,0,,1.0,,,,,,,,,,,125.189820730174,7.61701672265963e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
474,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,4520000.0,,0,,1.0,,,,,,,,,,,121.601596808278,7.39869576446736e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
475,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,5030000.0,,0,,1.0,,,,,,,,,,,118.887769981356,7.23357639451778e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
476,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,5490000.0,,0,,1.0,,,,,,,,,,,116.250287519273,7.07310210114286e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
477,3,56,5,6,25.0,,55.0,1.2,,,0.0,,308.0,,,5970000.0,,0,,1.0,,,,,,,,,,,113.025336761905,6.87688404039837e-10,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
321,1,51,1,4,0.0,,90.0,,,685.0,4.040304,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,305.6069,1.13631627542853e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
322,1,51,1,4,0.0,,90.0,,,685.0,37.86442,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,268.4005,9.97974379777275e-10,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
323,1,51,1,4,0.0,,90.0,,,685.0,191.3494,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,207.0255,7.69768107587654e-10,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
324,1,52,1,4,0.0,,110.0,,,759.0,6.974891,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,710.6112,2.16181210346786e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
325,1,52,1,4,0.0,,110.0,,,759.0,63.0675,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,403.0336,1.22610354942931e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
326,1,52,1,4,0.0,,110.0,,,759.0,345.4513,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,211.3128,6.42853037860482e-10,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
327,1,54,1,4,0.0,,110.9054,,,759.0,2.799213,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,501.5298,1.51329163563735e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
328,1,54,1,4,0.0,,110.9054,,,759.0,27.43403,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,362.5327,1.09388854372168e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
329,1,54,1,4,0.0,,110.9054,,,759.0,186.2796,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,233.3203,7.04009329883085e-10,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
330,1,55,1,4,0.0,,132.508,,,759.0,4.040304,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,522.5176,1.31958510697946e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
331,1,55,1,4,0.0,,132.508,,,759.0,28.94764,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,417.0403,1.05320886586451e-09,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
332,1,55,1,4,0.0,,132.508,,,759.0,187.9544,2.14,298.0,,,100000.0,,0,,,,,,,,,,,,,,,,,310.872,7.85087548011624e-10,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
478,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,80000.0,,0,,1.0,,,,,,,,,,,,,,,55.4325023368438,3.37272067981195e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
484,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,2920000.0,,0,,1.0,,,,,,,,,,,,,,,38.6979194566349,2.35452609416732e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
487,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,4380000.0,,0,,1.0,,,,,,,,,,,,,,,35.9577848082415,2.1878060580061e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
489,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,5350000.0,,0,,1.0,,,,,,,,,,,,,,,34.7239949377618,2.11273766969082e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
490,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,5840000.0,,0,,1.0,,,,,,,,,,,,,,,34.0983568409283,2.07467150889501e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
491,1,27,5,7,0.0,,55.0,1.2,,,0.0,,308.0,,,6340000.0,,0,,1.0,,,,,,,,,,,,,,,33.4834674258271,2.03725933808037e-10,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
493,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,470000.0,,0,,1.0,,,,,,,,,,,,,,,78.8080155080023,4.79497429186261e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
494,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,980000.0,,0,,1.0,,,,,,,,,,,,,,,71.9160670249002,4.37564238019988e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
497,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,2430000.0,,0,,1.0,,,,,,,,,,,,,,,61.1924926131218,3.72318002227981e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
499,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,3430000.0,,0,,1.0,,,,,,,,,,,,,,,58.7137623396898,3.57236480556672e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
501,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,4400000.0,,0,,1.0,,,,,,,,,,,,,,,56.1390333408251,3.41570866750147e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
503,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,5350000.0,,0,,1.0,,,,,,,,,,,,,,,54.1755696979397,3.29624419894515e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
504,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,5840000.0,,0,,1.0,,,,,,,,,,,,,,,53.4715657693676,3.25340996797113e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
505,3,57,5,6,6.0,,55.0,1.2,,,0.0,,308.0,,,6340000.0,,0,,1.0,,,,,,,,,,,,,,,53.0756308050454,3.22931980451585e-10,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
