,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,gas,Py,provided_data_type,in_reference_data_location,reference,url
433,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,563.0,0.0,,308.0,,,3000000.0,,0,,1.0,330.0,1183.12692528431,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
434,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,563.0,0.0,,308.0,,,3500000.0,,0,,1.0,330.0,1282.15259355065,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
435,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,3970000.0,,0,,1.0,330.0,1395.76219205953,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
436,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,4460000.0,,0,,1.0,330.0,1496.07370981985,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
437,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,4950000.0,,0,,1.0,330.0,1587.5051254332,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
532,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,73.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,330.0,57.3,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
533,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,141.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,330.0,88.09,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
534,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,141.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,330.0,116.11,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
535,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,293.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,330.0,124.19,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
540,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,73.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,330.0,45.8210645526613,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
541,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,73.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,330.0,53.1143827859569,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
542,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,73.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,330.0,71.6647791619478,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
543,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,73.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,330.0,75.9456398640996,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
548,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,73.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,330.0,80.7021517553794,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
549,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,141.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,330.0,97.5084937712344,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
550,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,330.0,129.377123442808,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
551,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,330.0,138.41449603624,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
574,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,54.5,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,7.225352,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
575,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,13.1831,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
576,MMM,Matrimid5218/MOF,none,MOF/glassy,20.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,18.33803,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
577,MMM,Matrimid5218/MOF,none,MOF/glassy,30.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,25.85915,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
582,polymer,Matrimid5218,none,glassy,0.0,,50.0,0.6499999999999999,,54.5,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,7.909836066,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
583,polymer,Matrimid5218,none,glassy,0.0,,50.0,0.6499999999999999,,54.5,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,9.754098361,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
584,polymer,Matrimid5218,none,glassy,0.0,,50.0,0.6499999999999999,,54.5,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,11.2295082,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
585,polymer,Matrimid5218,none,glassy,0.0,,50.0,0.6499999999999999,,54.5,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,12.82786885,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
590,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,13.97540984,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
591,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,15.94262295,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
592,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,18.68852459,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
593,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,27.816666666666666,0.6499999999999999,,54.5,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,330.0,20.45081967,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
607,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,50.0,0.37999999999999995,,293.0,0.0,,303.0,,,690000.0,,0,,,330.0,143.9,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
609,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,50.0,0.38699999999999996,,293.0,0.0,,303.0,,,100000.0,,0,,,330.0,134.0,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
611,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,10.0,,43.8,0.38699999999999996,,293.0,0.0,,303.0,,,100000.0,,0,,,330.0,202.1,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
613,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,20.0,,43.8,0.38699999999999996,,293.0,0.0,,303.0,,,100000.0,,0,,,330.0,365.0,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
723,polymer,PEI,alumina,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,340,,,330.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
727,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,0.38699999999999996,,54.5,0.0,,303.0,,,100000.0,,340,,,330.0,1.2530558794349,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
731,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,340,,,330.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
758,MMM,HOF-30/matrimid5218,none,HOF/glassy,10.0,,15.0,0.394,,54.5,0.0,2.01,298.0,,,100000.0,50.0,364,50.0,,330.0,10.4784079131195,permeability,fig 8,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
790,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,200000.0,100000.0,100000.0,600.0,0,,,330.0,6576.48722074984,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
791,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,323.0,200000.0,100000.0,100000.0,600.0,0,,,330.0,6724.40703565142,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
792,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,353.0,200000.0,100000.0,100000.0,600.0,0,,,330.0,5383.36536029797,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
802,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,600000.0,100000.0,500000.0,600.0,0,,,330.0,4769.74097259792,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
803,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,323.0,600000.0,100000.0,500000.0,600.0,0,,,330.0,4959.06518245473,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
804,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,353.0,600000.0,100000.0,500000.0,600.0,0,,,330.0,4511.74723308867,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
815,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,400000.0,100000.0,300000.0,600.0,0,,,330.0,5346.62806245236,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
824,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,300000.0,100000.0,200000.0,600.0,0,,,330.0,6551.4788059055,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
825,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,500000.0,100000.0,400000.0,600.0,0,,,330.0,5350.28957315632,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
826,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,700000.0,100000.0,600000.0,600.0,0,,,330.0,4751.30961460043,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
845,zeolite,GO size of 40-50,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,11.8873814202,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
846,zeolite,GO size of 20-30,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,36.038667654,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
847,zeolite,GO size of 3-5,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.8,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,88.45311464,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
851,zeolite,M3,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,712.70499465,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
852,zeolite,M4,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.5,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,143.13865511,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
853,zeolite,M5,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,169.43552703,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
858,zeolite,ZnEG Content X=40,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.7,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,111.22757619871,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
859,zeolite,ZnEG Content X=80,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.8,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,27.7572141875142,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
860,zeolite,ZnEG Content X=100,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,24.7648206378276,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
861,zeolite,ZnEG Content X=150,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.0,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,90.0495538698742,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
866,zeolite,reaction time = 0h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,506.961247663457,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
867,zeolite,reaction time = 2h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,166.382412539019,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
868,zeolite,reaction time = 4h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,48.7520648210417,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
869,zeolite,reaction time = 12h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,56.5798787369624,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
874,zeolite,filtration time = 3s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.5,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,22.7019228721628,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
875,zeolite,filtration time = 10s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,1.5,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,8.67379130496951,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
876,zeolite,filtration time = 15s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.0,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,13.7158227902029,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
877,zeolite,filtration time = 20s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.5,0.38699999999999996,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,330.0,42.0663111850851,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
882,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
883,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,423.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
884,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,473.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
899,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
900,zeolite,HybSi CVI for 4h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
901,zeolite,HybSi CVI for 8h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.55,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
902,zeolite,HybSi CVI for 12h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.55,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,330.0,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
924,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,773.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,589.738859680705,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
925,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,673.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,525.791272486413,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
926,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,573.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,667.897021807064,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
927,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,473.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,859.739783389946,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
928,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,373.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,1172.37243189538,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
929,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,298.0,300000.0,100000.0,200000.0,100.0,364,12.0,,330.0,1811.84830383831,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
28,polymer,PI-0.25,none,polyimides,0.0,,50.0,0.37999999999999995,,411.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,37.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
29,polymer,PI-0.50,none,polyimides,0.0,,50.0,0.37999999999999995,,219.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,22.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
30,polymer,PI-0.75,none,polyimides,0.0,,50.0,0.37999999999999995,,63.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,14.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
31,polymer,PI-1.00,none,polyimides,0.0,,50.0,0.37999999999999995,,53.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,4.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
32,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,0.37999999999999995,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,35.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
33,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,0.37999999999999995,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,8.5,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
34,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,0.37999999999999995,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,2.6,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
35,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,0.37999999999999995,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,346.0,0.46,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
300,polymer,untreated,none,PIM-1,0.0,,90.0,0.372,,685.0,0.0,2.14,298.0,,,100000.0,,0,,,346.0,742.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
301,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.37999999999999995,,759.0,0.0,2.14,298.0,,,100000.0,,0,,,346.0,2200.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
302,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.372,,759.0,1200.0,2.14,298.0,,,100000.0,,0,,,346.0,600.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
310,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,0.372,,759.0,2117.0,2.14,298.0,,,100000.0,,0,,,346.0,665.0,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
381,polymer,untreated,none,PIM-1,0.0,,90.0,0.372,,685.0,4.03483,2.14,298.0,,,100000.0,,0,,,346.0,684.4334,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
382,polymer,untreated,none,PIM-1,0.0,,90.0,0.372,,685.0,37.73106,2.14,298.0,,,100000.0,,0,,,346.0,676.9041,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
383,polymer,untreated,none,PIM-1,0.0,,90.0,0.372,,685.0,248.9525,2.14,298.0,,,100000.0,,0,,,346.0,629.6693,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
384,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.8899999999999999,,759.0,7.024282,2.14,298.0,,,100000.0,,0,,,346.0,1589.161,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
385,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.7859999999999999,,759.0,63.37847,2.14,298.0,,,100000.0,,0,,,346.0,1121.251,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
386,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.372,,759.0,576.9857,2.14,298.0,,,100000.0,,0,,,346.0,697.3034,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
387,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.8899999999999999,,759.0,2.796417,2.14,298.0,,,100000.0,,0,,,346.0,1173.449,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
388,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.372,,759.0,27.59159,2.14,298.0,,,100000.0,,0,,,346.0,968.5745,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
389,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.372,,759.0,133.1287,2.14,298.0,,,100000.0,,0,,,346.0,757.2046,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
390,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.372,,759.0,3.998911,2.14,298.0,,,100000.0,,0,,,346.0,877.9722,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
391,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.372,,759.0,29.11238,2.14,298.0,,,100000.0,,0,,,346.0,850.8013,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
