,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,gas,Py,provided_data_type,in_reference_data_location,reference,url
392,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.372,,759.0,188.681,2.14,298.0,,,100000.0,,0,,,346.0,741.7683,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
36,polymer,PI-0.25,none,polyimides,0.0,,50.0,1.2,,411.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,9.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
37,polymer,PI-0.50,none,polyimides,0.0,,50.0,1.2,,219.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,5.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
38,polymer,PI-0.75,none,polyimides,0.0,,50.0,1.2,,63.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,2.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
39,polymer,PI-1.00,none,polyimides,0.0,,50.0,1.2,,53.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,0.9,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
40,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,1.2,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,7.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
41,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,1.2,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,1.5,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
42,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,1.2,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,0.4,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
43,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,1.2,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,364.0,0.06,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
108,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,0,,,364.0,3251.95274411765,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
109,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,0,,,364.0,2276.36692088235,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
110,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,0,,,364.0,1819.33572441176,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
111,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,0,,,364.0,1476.56232705882,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
112,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,0,,,364.0,1190.91782926471,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
118,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,0,,,364.0,2818.67576783784,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
119,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,0,,,364.0,2798.48468067567,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
120,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,0,,,364.0,2766.17894121621,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
121,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,0,,,364.0,2725.79676689189,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
291,polymer,untreated,none,PIM-1,0.0,,90.0,0.7859999999999999,,685.0,0.0,2.14,298.0,,,100000.0,,0,,,364.0,280.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
292,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.372,,759.0,0.0,2.14,298.0,,,100000.0,,0,,,364.0,857.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
293,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,1.2,,759.0,1200.0,2.14,298.0,,,100000.0,,0,,,364.0,125.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
309,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,1.2,,759.0,2117.0,2.14,298.0,,,100000.0,,0,,,364.0,148.0,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
369,polymer,untreated,none,PIM-1,0.0,,90.0,1.2,,685.0,4.015134,2.14,298.0,,,100000.0,,0,,,364.0,198.7099,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
370,polymer,untreated,none,PIM-1,0.0,,90.0,1.2,,685.0,37.79288,2.14,298.0,,,100000.0,,0,,,364.0,186.2214,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
371,polymer,untreated,none,PIM-1,0.0,,90.0,1.2,,685.0,248.4999,2.14,298.0,,,100000.0,,0,,,364.0,144.623,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
372,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.372,,759.0,7.001323,2.14,298.0,,,100000.0,,0,,,364.0,506.6963,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
373,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.372,,759.0,63.01091,2.14,298.0,,,100000.0,,0,,,364.0,285.4234,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
374,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,1.2,,759.0,346.2863,2.14,298.0,,,100000.0,,0,,,364.0,162.992,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
375,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.372,,759.0,2.779788,2.14,298.0,,,100000.0,,0,,,364.0,440.4706,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
376,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.7859999999999999,,759.0,64.1513,2.14,298.0,,,100000.0,,0,,,364.0,215.6889,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
377,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,1.2,,759.0,186.5054,2.14,298.0,,,100000.0,,0,,,364.0,170.977,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
378,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.372,,759.0,4.015134,2.14,298.0,,,100000.0,,0,,,364.0,318.3958,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
379,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.7859999999999999,,759.0,64.1513,2.14,298.0,,,100000.0,,0,,,364.0,242.2551,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
380,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,1.2,,759.0,188.1855,2.14,298.0,,,100000.0,,0,,,364.0,212.0359,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
438,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,90000.0,,0,,1.0,364.0,64.9623635008465,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
439,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,470000.0,,0,,1.0,364.0,62.2607391950835,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
440,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,960000.0,,0,,1.0,364.0,59.1709482352197,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
441,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,1450000.0,,0,,1.0,364.0,57.1810550952797,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
442,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,1950000.0,,0,,1.0,364.0,55.9461297710459,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
443,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,2430000.0,,0,,1.0,364.0,54.4444840061681,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
444,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,2910000.0,,0,,1.0,364.0,53.7657532727803,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
445,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,3410000.0,,0,,1.0,364.0,52.7804369204784,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
446,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,3890000.0,,0,,1.0,364.0,51.9225915100208,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
447,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,4320000.0,,0,,1.0,364.0,51.272400266865,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
448,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,4880000.0,,0,,1.0,364.0,49.9658174965865,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
449,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,5360000.0,,0,,1.0,364.0,49.3401488292293,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
450,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,5860000.0,,0,,1.0,364.0,48.8885303500352,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
451,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,389.0,0.0,,308.0,,,6330000.0,,0,,1.0,364.0,47.9388031840728,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
452,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,585.0,0.0,,308.0,,,100000.0,,0,,1.0,364.0,75.6143928214666,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
453,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,585.0,0.0,,308.0,,,480000.0,,0,,1.0,364.0,70.410485785486,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
454,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,585.0,0.0,,308.0,,,970000.0,,0,,1.0,364.0,67.3975901815168,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
455,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,1460000.0,,0,,1.0,364.0,65.717091685394,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
456,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,1940000.0,,0,,1.0,364.0,64.5444823381227,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
457,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,2440000.0,,0,,1.0,364.0,62.7497361574255,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
458,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,2930000.0,,0,,1.0,364.0,59.2725414835898,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
459,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,3420000.0,,0,,1.0,364.0,60.5571095152746,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
460,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,3960000.0,,0,,1.0,364.0,59.483843891373,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
461,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,4410000.0,,0,,1.0,364.0,59.0734415747587,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
462,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,4890000.0,,0,,1.0,364.0,57.9757181075633,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
463,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,5360000.0,,0,,1.0,364.0,56.8882665148392,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
464,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,5860000.0,,0,,1.0,364.0,56.0128504195012,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
465,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,389.0,0.0,,308.0,,,6350000.0,,0,,1.0,364.0,55.1529297528228,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
466,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,540000.0,,0,,1.0,364.0,229.74079948599,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
467,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,722.0,0.0,,308.0,,,1070000.0,,0,,1.0,364.0,177.336188322779,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
468,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,1540000.0,,0,,1.0,364.0,157.579840807438,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
469,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,2040000.0,,0,,1.0,364.0,146.434194974584,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
470,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,2540000.0,,0,,1.0,364.0,139.474451888971,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
471,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,3000000.0,,0,,1.0,364.0,133.409754759255,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
472,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,3500000.0,,0,,1.0,364.0,128.860342296399,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
473,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,4040000.0,,0,,1.0,364.0,125.189820730174,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
474,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,4520000.0,,0,,1.0,364.0,121.601596808278,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
475,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,5030000.0,,0,,1.0,364.0,118.887769981356,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
476,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,5490000.0,,0,,1.0,364.0,116.250287519273,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
477,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,5970000.0,,0,,1.0,364.0,113.025336761905,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
724,polymer,PEI,alumina,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,340,,,364.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
728,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,1.2,,54.5,0.0,,303.0,,,100000.0,,340,,,364.0,0.029882809,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
732,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,340,,,364.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
771,CMS,CMS at 973 K,none,PEK-C,0.0,70.0,60.0,0.575,0.026,94.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,364.0,37.1,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
775,CMS,CMS at 1073 K,none,PEK-C,0.0,70.0,60.0,0.575,0.029,106.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,364.0,21.2,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
779,CMS,CMS at 1173 K,none,PEK-C,0.0,70.0,60.0,0.575,0.019,70.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,364.0,12.3,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
793,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,200000.0,100000.0,100000.0,600.0,0,,,364.0,468.670142763636,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
794,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,323.0,200000.0,100000.0,100000.0,600.0,0,,,364.0,487.272998201979,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
795,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,353.0,200000.0,100000.0,100000.0,600.0,0,,,364.0,503.804885328195,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
805,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,600000.0,100000.0,500000.0,600.0,0,,,364.0,438.993734325399,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
806,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,323.0,600000.0,100000.0,500000.0,600.0,0,,,364.0,448.867701723606,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
807,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,353.0,600000.0,100000.0,500000.0,600.0,0,,,364.0,485.208484576596,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
816,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,400000.0,100000.0,300000.0,600.0,0,,,364.0,437.234832187659,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
832,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,300000.0,100000.0,200000.0,600.0,0,,,364.0,463.866780044976,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
833,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,500000.0,100000.0,400000.0,600.0,0,,,364.0,438.715644904845,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
834,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,624.0,0.0,5.7,303.0,700000.0,100000.0,600000.0,600.0,0,,,364.0,437.189739028878,permeability,fig 6,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
840,zeolite,M1,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,1.2,,624.0,0.0,,298.0,,,100000.0,,340,50.0,,364.0,32.9368644333053,permeance,fig 2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
770,CMS,CMS at 973 K,none,PEK-C,0.0,70.0,60.0,0.575,0.026,94.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,376.0,70.5,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
774,CMS,CMS at 1073 K,none,PEK-C,0.0,70.0,60.0,0.575,0.029,106.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,376.0,38.7,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
778,CMS,CMS at 1173 K,none,PEK-C,0.0,70.0,60.0,0.575,0.019,70.0,0.0,,303.0,10000.0,,,10.0,340,2.0,,376.0,26.3,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
918,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,773.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,717.634034069291,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
919,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,673.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,781.581621263585,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
920,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,573.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,852.634495923911,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
921,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,473.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,945.003232982335,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
922,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,373.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,1207.89886922554,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
923,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,298.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,1335.79404361413,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
942,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,773.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,440.838230118605,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
943,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,673.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,430.363455463722,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
944,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,573.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,446.170839136111,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
945,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,473.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,485.349634637772,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
946,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,373.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,503.176677786005,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
947,zeolite,counter-diffusion modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,323.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,515.423680277707,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
